page;type;url;domaine;ancre
17.html;externe;https://refugies.info/uk/procedure/6064853046d45c00145132f2;refugies.info;Визнання іноземного диплома
17.html;interne;72.html;;
17.html;interne;73.html;;
17.html;interne;index.html;;< Назад
17.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
18.html;interne;index.html;;На головну
18.html;interne;1.html;;чому?
18.html;interne;2.html;;прибуття
18.html;interne;20.html;;прибуття_Париж
18.html;interne;3.html;;Переміщення
18.html;interne;4.html;;житло
18.html;interne;5.html;;лікувати
18.html;interne;75.html;;ВНЖ, Інші статуси
18.html;interne;76.html;;Порівняння внж
18.html;interne;77.html;;Запит Азіль
18.html;interne;6.html;;тимчасового захисту
18.html;interne;7.html;;працювати
18.html;interne;8.html;;надзвичайна ситуація
18.html;interne;9.html;;вивчати французьку
18.html;interne;10.html;;практична інформація і посилання
18.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
18.html;interne;11.html;;діти та неповнолітні
18.html;interne;13.html;;їсти
18.html;interne;12.html;;Домашні тварини
18.html;interne;14.html;;дешеві продукти
18.html;interne;15.html;;Допомога,банк та гроші
18.html;interne;19.html;;лікар
18.html;interne;16.html;;виїзд з україни
18.html;interne;17.html;;студент
18.html;interne;72.html;;Студент та ВНЗ
18.html;interne;73.html;;Після ВНЗ
18.html;interne;18.html;;дозвілля
18.html;interne;deplacer-france.html;;déplacer_france
18.html;interne;deplacer-paris.html;;deplacer_paris
18.html;interne;deplacer-europe.html;;deplacer_europe
18.html;interne;deplacer-voiture.html;;deplacer_voiture
18.html;interne;soigner-sans.html;;soigner_sans
18.html;interne;soigner-protection.html;;soigner_protection
18.html;interne;soigner-avec.html;;soigner_avec
18.html;interne;soigner-psy.html;;soigner_psy
18.html;interne;soigner-medic.html;;soigner_medic
18.html;interne;soigner-covid.html;;soigner_covid
18.html;interne;advocat.html;;advocat
18.html;interne;iest-paris.html;;iest_paris
18.html;interne;iest-france.html;;iest_france
18.html;interne;simcard.html;;simcard
18.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
18.html;interne;mineur-consulat.html;;mineur_consulat
18.html;interne;mineur-ecole.html;;mineur_ecole
18.html;interne;mineur-divers.html;;mineur_divers
18.html;interne;sante-france.html;;sante_france
18.html;interne;banque-ada.html;;banque_ADA
18.html;interne;banque-change.html;;banque_change
18.html;interne;zashita-evrop.html;;zashita_evrop
18.html;interne;banque-compte.html;;banque_compte
18.html;interne;gare-est.html;;gare_est
18.html;interne;paris-verneuil.html;;paris_verneuil
18.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
18.html;interne;orendu-kvartiri.html;;orendu_kvartiri
18.html;interne;gare-nord-est.html;;gare_nord_est
18.html;interne;21.html;;в дорозі
18.html;interne;22.html;;Ніцці
18.html;interne;23.html;;Страсбурз
18.html;interne;navigo.html;;Знижки_Navigo
18.html;interne;est.html;;маршрут_est
18.html;interne;nord.html;;маршрут_nord
18.html;interne;lyon.html;;маршрут_lyon
18.html;interne;montparnasse.html;;маршрут_montparnasse
18.html;interne;euro-survey.html;;Велике європейське дослідження
18.html;interne;24.html;;Франція<->Україна
18.html;interne;25.html;;Франція->Україна
18.html;interne;26.html;;група_містом
18.html;interne;27.html;;група_країною
18.html;interne;28.html;;корисні_сайти
18.html;interne;29.html;;перекладач
18.html;interne;30.html;;перевезення_посилок
18.html;interne;32.html;;дешеві продукти у Парижі
18.html;interne;31.html;;зникла_безвісти
18.html;interne;33.html;;дешеві продукти у Франції
18.html;interne;ada-.html;;ada_працювати
18.html;interne;artist.html;;artist
18.html;interne;ofitsine-prozhivania.html;;офіційне проживання
18.html;interne;hotel.html;;готель зі знижкою
18.html;interne;alternativne.html;;альтернативне рішення
18.html;interne;sotsialne-zhitlo.html;;соціальне житло
18.html;interne;34.html;;онлайн
18.html;interne;35.html;;франц-париж
18.html;interne;36.html;;Франц-Франція
18.html;interne;caf.html;;CAF
18.html;interne;invalid.html;;invalid
18.html;interne;soigner-online.html;;soigner_online
18.html;interne;adressa.html;;адреса для кореспонденції
18.html;interne;38.html;;тимчасового захисту початковий
18.html;interne;ponovlenia.html;;поновлення
18.html;interne;ofii.html;;Ofii
18.html;interne;pole-emploi.html;;pole emploi
18.html;interne;notarius.html;;нотаріус
18.html;interne;zupinka.html;;зупинка захисту
18.html;interne;pogashenia.html;;погашення
18.html;interne;lyon2.html;;Ліон
18.html;interne;narodzhenia.html;;народження
18.html;interne;bercy.html;;маршрут_bercy
18.html;interne;37.html;;Переїзд
18.html;interne;39.html;;Німеччина
18.html;interne;ada-1.html;;ADA_сума
18.html;interne;40.html;;поновлення_Париж
18.html;interne;41.html;;поновлення_передмістя
18.html;interne;42.html;;поновлення_Франція
18.html;interne;43.html;;маршрут_префектура
18.html;interne;44.html;;соціальний працівник
18.html;interne;45.html;;водійські права
18.html;interne;46.html;;водіння у франції
18.html;interne;47.html;;страхування
18.html;interne;48.html;;парковка
18.html;interne;49.html;;аварія
18.html;interne;50.html;;механік
18.html;interne;51.html;;оренда
18.html;interne;52.html;;автошкола
18.html;interne;53.html;;купити Продати
18.html;interne;54.html;;вантажний транспорт
18.html;interne;55.html;;меблі
18.html;interne;56.html;;французький господар
18.html;interne;57.html;;податки
18.html;interne;58.html;;страхування_продовження
18.html;interne;59.html;;посольство
18.html;interne;60.html;;щоб знайти роботу
18.html;interne;61.html;;доступні робочі місця
18.html;interne;62.html;;не знаючи французької
18.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
18.html;interne;64.html;;комп'ютер ІТ професія
18.html;interne;65.html;;учитель вчитель
18.html;interne;66.html;;керівників і менеджерів
18.html;interne;67.html;;дослідники
18.html;interne;fop.html;;позаштатний FOP
18.html;interne;69.html;;няня
18.html;interne;70.html;;з англійською мовою
18.html;interne;68.html;;журналіст
18.html;interne;71.html;;послугами майстринь
18.html;interne;74.html;;купити житло
18.html;interne;2024-.html;;приїжджати 2024?
18.html;interne;vitale.html;;карта vitale
18.html;interne;78.html;;Нант
18.html;interne;79.html;;смерть у Франції
18.html;interne;80.html;;аеропорт
18.html;interne;mutuelle.html;;mutuelle
18.html;interne;mark.html;;mark
18.html;interne;reserv.html;;reserv
18.html;interne;index.html;;Ukraine France
18.html;externe;https://t.me/hochu_chytaty_razom_paris;t.me;https://t.me/hochu_chytaty_razom_paris
18.html;externe;https://www.helloasso.com/associations/kabinet/boutiques/operation-montparnasse-version-francaise;www.helloasso.com;книжка французькою мовою
18.html;externe;https://resa.notredamedeparis.fr/fr/messe/tickets;resa.notredamedeparis.fr;Нотр-Дам
18.html;externe;https://t.me/uainparisgoodnews;t.me;Цей канал
18.html;externe;https://chat.whatsapp.com/EWOClAe0UtPAuWTMzyt0GX;chat.whatsapp.com;whatsapp
18.html;externe;https://t.me/+I8CnKrEVqco3YTFi;t.me;група для зустрічей та спілкування українців
18.html;externe;https://t.me/UkrParisDvizh;t.me;Концерти українських
18.html;externe;https://t.me/eventsfrance;t.me;група телеграм
18.html;externe;https://www.ukrainefilms.com/movies/watch-at-home;www.ukrainefilms.com;https://www.ukrainefilms.com/movies/watch-at-home
18.html;externe;https://visitukraine.today/uk/blog/292/bezkostovnii-pariz-mozlivosti-dlya-ukrainciv;visitukraine.today;безкоштовно в парижі
18.html;externe;https://www.sortiraparis.com/ru/detskaya-sem-ya/articles/287872-article;www.sortiraparis.com;https://www.sortiraparis.com/ru/detskaya-sem-ya/articles/287872-article
18.html;externe;https://www.musee-orsay.fr/fr/articles/gratuite-307;www.musee-orsay.fr;безкоштовний s APS ( Autorisation provisoire de séjour)
18.html;externe;https://www-iledefrance-fr.translate.goog/le-passe-navigo-vous-offre-aussi-des-avantages-culture?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-iledefrance-fr.translate.goog;є знижки в культурних місцях
18.html;externe;https://takflix.com/;takflix.com;https://takflix.com/.
18.html;externe;https://t.me/seeparisandfrance;t.me;https://t.me/seeparisandfrance
18.html;externe;https://drive.google.com/file/d/1UdEDJ0bexm3wp3e7FOwpQ1DmxQbAkH53/view;drive.google.com;Де шукати українські книги закордоном
18.html;externe;https://visitukraine.today/uk/blog/292/bezkostovnii-pariz-mozlivosti-dlya-ukrainciv;visitukraine.today;https://visitukraine.today/uk/blog/292/bezkostovnii-pariz-mozlivosti-dlya-ukrainciv
18.html;externe;https://t.me/seeparisandfrance;t.me;https://t.me/seeparisandfrance
18.html;externe;https://www.facebook.com/groups/2328422043849641/?ref=share;www.facebook.com;Подорожуємо разом / Voyageons ensemble
18.html;externe;https://www.facebook.com/groups/831486084320961/permalink/915117105957858/?fs=e&s=cl;www.facebook.com;«Yakaboo» тепер безкоштовні для всіх українців
18.html;externe;https://www-familinparis-fr.translate.goog/musee-gratuit-a-paris/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-familinparis-fr.translate.goog;https://www-familinparis-fr.translate.goog/musee-gratuit-a-paris
18.html;externe;https://www.google.fr/search?q=Que+faire+gratuitement+avec+les+enfants+%C3%A0+Paris+&sxsrf=ALiCzsaqhZRv_Xg_tmqWeo_naCTDMqNQMg%3A1657619866434&source=hp&ei=mkXNYtX3FsuAi-gPsoGxmA0&iflsig=AJiK0e8AAAAAYs1TqnVZhnIvwOPQSzVCJGkIrGGURBKa&ved=0ahUKEwjVrLuai_P4AhVLwAIHHbJADNMQ4dUDCAc&uact=5&oq=Que+faire+gratuitement+avec+les+enfants+%C3%A0+Paris+&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjEOoCECdQxwFYqUNgrUloAXAAeACAAa8BiAHvAZIBAzEuMZgBAKABAqABAbABCg&sclient=gws-wiz;www.google.fr;Que faire gratuitement avec les enfants à Paris
18.html;externe;https://www-parczoologiquedeparis-fr.translate.goog/fr?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-parczoologiquedeparis-fr.translate.goog;https://www-parczoologiquedeparis-fr.translate.goog
